Timestamp,Irradiance (W/m²),Temp (°C),Humidity (%),Rain (mm),Wind (m/s)
2021-07-30 14:00,920.97,35.56,53.33,0,3.85
2021-07-30 15:00,626.47,34.47,53.81,0,2.63
2021-07-30 16:00,272.48,32.32,64.04,0,2.6
2021-07-30 17:00,483.28,33.32,58.43,0,3.54
2021-07-30 18:00,267.09,33.35,65.12,0,1.56
2021-07-30 19:00,37.08,27.95,85.16,0,1.78
2021-07-30 20:00,7.09,26.47,71.39,0,1.87
2021-07-30 21:00,0,28.63,77.78,0,3.15
2021-07-30 22:00,0,28.28,69.45,0,1.46
2021-07-30 23:00,17.69,26.94,80.36,0,2.88
2021-07-31 00:00,15.27,30.15,76.23,0,1.94
2021-07-31 01:00,20.71,26.3,85.24,0,2.73
2021-07-31 02:00,8.28,27.97,64.16,0,1.46
2021-07-31 03:00,0.41,27.92,86.39,0,2.66
2021-07-31 04:00,0,28.7,83.11,0,2.34
2021-07-31 05:00,18.68,27.48,79.51,1.54,1.79
2021-07-31 06:00,78.9,29.26,71.26,0,1.37
2021-07-31 07:00,358.94,31.08,65.12,0,3.1
2021-07-31 08:00,517.21,30.97,60.42,6.04,3.94
2021-07-31 09:00,590.3,32.45,57.2,0,3.26
2021-07-31 10:00,472.4,35.08,51.21,0,2.88
2021-07-31 11:00,772.8,30.63,57.19,0,2.11
2021-07-31 12:00,861.66,34.0,54.33,0,2.65
2021-07-31 13:00,742.34,31.9,55.52,0,4.41
2021-07-31 14:00,834.84,35.4,46.63,0,3.17
2021-07-31 15:00,792.64,34.83,69.91,0,3.29
2021-07-31 16:00,456.64,36.15,62.16,0,2.32
2021-07-31 17:00,347.39,33.71,69.76,0,3.3
2021-07-31 18:00,90.14,33.32,59.93,0,2.5
2021-07-31 19:00,54.73,31.42,65.76,0,1.68
2021-07-31 20:00,23.13,27.29,86.51,0,2.5
2021-07-31 21:00,0,28.25,75.68,0,1.76
2021-07-31 22:00,0,29.36,81.42,0,3.06
2021-07-31 23:00,25.13,26.53,78.86,0,2.73
2021-08-01 00:00,0,28.22,83.59,0,3.11
2021-08-01 01:00,28.92,24.5,78.83,0,1.26
2021-08-01 02:00,19.98,26.87,72.14,0,0.92
2021-08-01 03:00,4.6,26.0,79.92,0,2.4
2021-08-01 04:00,0,26.97,75.02,0,3.25
2021-08-01 05:00,0,26.96,84.88,0,2.53
2021-08-01 06:00,76.26,25.5,81.6,0,1.43
2021-08-01 07:00,289.24,30.48,62.12,0,2.52
2021-08-01 08:00,280.68,28.64,62.87,0,3.64
2021-08-01 09:00,466.62,29.28,53.73,0,2.93
2021-08-01 10:00,419.58,32.07,47.43,0,2.39
2021-08-01 11:00,740.71,36.29,45.75,0,4.76
2021-08-01 12:00,820.41,33.68,48.23,0,4.04
2021-08-01 13:00,611.99,36.72,43.99,0,2.54
2021-08-01 14:00,891.84,31.83,35.48,0,2.93
2021-08-01 15:00,573.52,35.6,58.88,0,4.74
2021-08-01 16:00,457.65,30.16,53.82,0,3.02
2021-08-01 17:00,494.16,32.2,62.57,0,2.39
2021-08-01 18:00,246.87,30.28,69.3,0,1.69
2021-08-01 19:00,63.48,28.94,82.43,0,2.06
2021-08-01 20:00,0,27.93,77.39,7.84,1.65
2021-08-01 21:00,24.82,26.6,76.7,0,2.3
2021-08-01 22:00,1.96,29.09,75.54,0,1.75
2021-08-01 23:00,0,24.82,83.75,0,1.44
2021-08-02 00:00,0,27.45,79.71,0,1.79
2021-08-02 01:00,23.24,27.28,73.69,0,1.95
2021-08-02 02:00,0,24.85,78.86,0,1.91
2021-08-02 03:00,36.31,28.28,79.08,0,1.77
2021-08-02 04:00,2.84,24.33,75.51,0,1.28
2021-08-02 05:00,0,24.42,85.14,0,3.02
2021-08-02 06:00,78.36,26.23,72.6,0,2.48
2021-08-02 07:00,312.66,29.74,72.67,0,3.47
2021-08-02 08:00,223.41,28.87,62.64,0,1.52
2021-08-02 09:00,480.76,31.5,64.77,0,2.99
2021-08-02 10:00,772.36,30.49,49.72,0,4.13
2021-08-02 11:00,787.57,33.09,60.4,0,4.38
Timestamp,Irradiance (W/m²),Temp (°C),Humidity (%),Rain (mm),Wind (m/s)
2021-08-02 12:00,787.88,35.7,37.01,0,3.83
2021-08-02 13:00,691.25,35.51,54.4,0,3.93
2021-08-02 14:00,637.52,34.82,54.2,0,3.3
2021-08-02 15:00,862.83,34.38,64.15,0,3.41
2021-08-02 16:00,688.11,33.41,51.68,0,4.46
2021-08-02 17:00,201.97,31.64,62.31,0,2.77
2021-08-02 18:00,204.04,32.26,73.57,0,2.34
2021-08-02 19:00,49.71,28.21,82.23,0,2.33
2021-08-02 20:00,5.86,27.83,76.32,0,1.75
2021-08-02 21:00,0,27.12,74.32,0,0.87
2021-08-02 22:00,0,28.73,90.76,0,1.55
2021-08-02 23:00,21.72,26.63,68.32,0,1.44
2021-08-03 00:00,1.79,26.13,77.7,0,1.37
2021-08-03 01:00,27.36,27.79,87.29,0,2.02
2021-08-03 02:00,0,28.79,94.04,0,1.64
2021-08-03 03:00,0,28.57,86.09,0,1.33
2021-08-03 04:00,0,25.92,80.88,0,3.19
2021-08-03 05:00,10.17,26.69,87.26,0,2.61
2021-08-03 06:00,128.18,28.53,73.32,0,2.27
2021-08-03 07:00,276.92,28.5,75.67,0,2.0
2021-08-03 08:00,564.03,30.23,53.37,0,3.01
2021-08-03 09:00,678.18,27.83,63.42,0,1.98
2021-08-03 10:00,840.29,34.73,52.04,0,2.99
2021-08-03 11:00,836.33,34.63,36.61,0,3.48
2021-08-03 12:00,950.9,36.35,58.78,0,2.54
2021-08-03 13:00,898.74,34.85,49.16,0,4.15
2021-08-03 14:00,863.18,32.65,65.04,0,3.68
2021-08-03 15:00,692.62,33.81,49.28,0,3.49
2021-08-03 16:00,624.12,35.69,59.48,0,3.02
2021-08-03 17:00,371.96,31.53,60.78,0,2.9
2021-08-03 18:00,260.87,29.7,66.53,0,2.4
2021-08-03 19:00,51.8,31.5,81.4,0,2.76
2021-08-03 20:00,14.3,25.7,80.28,0,2.34
2021-08-03 21:00,17.46,27.38,77.51,0,0.7
2021-08-03 22:00,19.52,26.4,73.94,0,1.01
2021-08-03 23:00,0,25.7,79.12,0,0.76
2021-08-04 00:00,0,26.45,79.86,0,2.6
2021-08-04 01:00,0,27.0,78.77,0,3.25
2021-08-04 02:00,0,25.86,79.99,0,2.24
2021-08-04 03:00,12.39,28.47,78.03,0,3.39
2021-08-04 04:00,0,27.43,74.4,0,2.6
2021-08-04 05:00,0,26.99,86.02,0,2.16
2021-08-04 06:00,103.16,31.44,79.17,0,1.5
2021-08-04 07:00,251.38,29.26,64.3,0,3.03
2021-08-04 08:00,457.18,28.52,63.8,0,2.83
2021-08-04 09:00,508.08,32.87,53.34,0.42,3.58
2021-08-04 10:00,507.78,32.94,60.61,0,3.85
2021-08-04 11:00,750.39,32.88,50.46,4.46,3.92
2021-08-04 12:00,724.54,33.75,44.43,0,3.03
2021-08-04 13:00,844.43,33.17,40.93,0,4.66
2021-08-04 14:00,770.26,31.0,45.06,0,4.0
2021-08-04 15:00,501.27,33.06,49.62,0,3.25
2021-08-04 16:00,489.53,32.45,57.3,0,2.71
2021-08-04 17:00,453.43,29.45,77.82,0,1.89
2021-08-04 18:00,311.72,30.77,68.92,0,3.38
2021-08-04 19:00,76.17,29.28,75.37,4.57,1.94
2021-08-04 20:00,0,26.91,71.97,0,3.48
2021-08-04 21:00,15.19,29.16,70.21,0,3.01
2021-08-04 22:00,11.38,27.56,81.55,0,3.1
2021-08-04 23:00,0,27.65,72.96,0,2.11
2021-08-05 00:00,0,27.22,79.61,0,2.58
2021-08-05 01:00,30.67,24.71,76.64,0,3.43
2021-08-05 02:00,33.52,26.92,77.93,0,1.67
2021-08-05 03:00,24.38,28.17,68.85,0,1.86
2021-08-05 04:00,0,29.58,81.89,0,2.55
2021-08-05 05:00,21.34,30.59,61.8,0,1.75
2021-08-05 06:00,85.08,26.96,68.92,0,3.05
2021-08-05 07:00,304.73,28.13,69.46,0,3.25
2021-08-05 08:00,371.46,30.9,66.48,0,1.99
2021-08-05 09:00,425.36,32.03,62.66,0,4.56
2021-08-05 10:00,938.35,32.35,53.03,0,3.79
2021-08-05 11:00,650.81,32.97,55.42,0,3.86
2021-08-05 12:00,757.55,31.45,48.48,0,3.15
2021-08-05 13:00,952.98,34.36,51.01,2.06,2.68
2021-08-05 14:00,710.73,33.66,51.2,0,3.92
2021-08-05 15:00,703.92,31.97,53.82,0,2.98
2021-08-05 16:00,665.4,33.23,63.67,0,4.22
2021-08-05 17:00,362.2,30.95,65.5,0,2.65
2021-08-05 18:00,311.8,32.37,80.4,3.47,3.24
2021-08-05 19:00,42.52,32.05,67.07,0,3.25
2021-08-05 20:00,7.12,27.54,79.77,0,1.6
2021-08-05 21:00,30.03,29.3,89.17,0,1.48
2021-08-05 22:00,19.91,25.17,72.7,0,1.91
2021-08-05 23:00,6.86,25.73,88.61,0,3.15
2021-08-06 00:00,0,26.86,75.68,7.47,2.81
2021-08-06 01:00,0,28.35,76.11,0,0.99
2021-08-06 02:00,9.7,28.17,76.78,0,2.64
2021-08-06 03:00,0,27.87,69.81,0,2.7
2021-08-06 04:00,0,27.7,69.72,0,1.48
2021-08-06 05:00,0,26.61,80.56,0,1.58
2021-08-06 06:00,127.68,26.13,65.46,0,2.38
2021-08-06 07:00,280.16,28.99,54.51,0,2.07
2021-08-06 08:00,382.94,32.05,53.06,0,2.9
2021-08-06 09:00,566.65,28.31,61.74,0,3.0
2021-08-06 10:00,648.71,34.81,51.81,0,5.27
2021-08-06 11:00,710.32,35.01,50.15,0,3.39
2021-08-06 12:00,802.32,33.43,51.93,4.6,3.85
2021-08-06 13:00,923.15,36.25,50.17,0,2.6
2021-08-06 14:00,903.1,34.28,42.84,0,4.4
2021-08-06 15:00,491.8,33.83,54.0,0,3.44
2021-08-06 16:00,626.71,29.88,55.3,0,2.11
2021-08-06 17:00,403.17,31.9,71.41,0,2.79
2021-08-06 18:00,222.18,29.52,67.24,0,2.6
2021-08-06 19:00,77.54,26.68,71.3,0,2.41
2021-08-06 20:00,0,27.71,69.83,0,2.42
2021-08-06 21:00,0,25.25,82.81,0,2.3
2021-08-06 22:00,9.68,27.05,72.84,0,2.08
2021-08-06 23:00,0,31.08,70.9,0,1.84
2021-08-07 00:00,4.43,27.18,77.73,0,2.06
2021-08-07 01:00,10.2,29.36,75.54,0,0.33
2021-08-07 02:00,10.57,26.96,75.24,0,2.75
2021-08-07 03:00,0,28.34,80.97,0,1.74
2021-08-07 04:00,8.6,28.99,83.28,0,2.56
2021-08-07 05:00,1.26,26.12,85.04,0,2.01
2021-08-07 06:00,86.2,25.57,83.64,0,1.49
2021-08-07 07:00,164.9,30.33,69.49,0,2.02
2021-08-07 08:00,474.38,31.51,69.76,0,3.14
2021-08-07 09:00,676.09,30.13,68.19,0,3.04
2021-08-07 10:00,626.01,33.35,52.59,0,3.29
2021-08-07 11:00,759.13,35.66,51.03,0,4.42
2021-08-07 12:00,649.35,34.32,52.49,0,5.04
2021-08-07 13:00,721.84,35.72,53.02,0,3.5
2021-08-07 14:00,535.49,32.24,58.38,0,3.48
2021-08-07 15:00,409.92,31.43,48.79,0,2.53
2021-08-07 16:00,557.9,33.29,55.1,0,2.99
2021-08-07 17:00,378.0,32.58,69.82,0,3.37
2021-08-07 18:00,182.88,32.38,75.11,0,3.68
2021-08-07 19:00,60.16,30.27,68.14,0,4.43
2021-08-07 20:00,0,26.93,79.65,0,1.22
2021-08-07 21:00,0,27.34,73.27,0,1.79
2021-08-07 22:00,14.59,26.51,78.33,0,3.22
2021-08-07 23:00,0,29.12,79.97,0,2.33
2021-08-08 00:00,27.11,28.26,72.71,0,2.12
2021-08-08 01:00,32.41,28.77,72.52,0,3.18
2021-08-08 02:00,15.23,24.74,79.41,0,1.98
2021-08-08 03:00,0,25.61,88.47,0,2.28
2021-08-08 04:00,12.55,26.01,74.45,0,3.27
2021-08-08 05:00,0,25.7,81.89,0,2.83
2021-08-08 06:00,82.88,28.5,73.66,0,3.14
2021-08-08 07:00,284.71,28.32,53.54,0,3.28
2021-08-08 08:00,454.42,28.64,66.49,0,2.55
2021-08-08 09:00,572.16,30.32,57.02,0,3.22
2021-08-08 10:00,428.47,29.52,53.86,0,3.03
2021-08-08 11:00,918.59,34.08,44.33,0,3.4
2021-08-08 12:00,766.19,32.99,51.73,0,3.03
2021-08-08 13:00,886.03,32.11,45.76,0,3.9
2021-08-08 14:00,500.24,36.54,51.59,0,3.03
2021-08-08 15:00,822.26,34.26,55.04,0,1.84
2021-08-08 16:00,709.57,33.75,60.08,0,3.34
2021-08-08 17:00,317.1,32.17,61.19,0,3.01
2021-08-08 18:00,186.2,31.3,61.65,0,3.3
2021-08-08 19:00,49.79,30.21,79.82,0,1.91
2021-08-08 20:00,0,27.17,90.86,0,2.6
2021-08-08 21:00,0,28.96,81.46,0,1.34
2021-08-08 22:00,0,27.21,94.15,0,1.39
2021-08-08 23:00,7.49,25.13,83.89,0,2.92
2021-08-09 00:00,34.59,25.4,77.3,0,2.46
2021-08-09 01:00,0,25.07,82.65,0,1.38
2021-08-09 02:00,0,27.19,80.54,0,1.55
2021-08-09 03:00,27.8,27.41,80.13,0,2.06
2021-08-09 04:00,0,24.97,80.43,0,2.3
2021-08-09 05:00,0,28.78,78.31,0,3.42
2021-08-09 06:00,65.85,26.45,88.66,0,1.78
2021-08-09 07:00,351.91,30.01,66.24,0,2.52
2021-08-09 08:00,417.7,28.87,63.07,0,2.38
2021-08-09 09:00,522.59,31.58,60.23,0,3.21
2021-08-09 10:00,813.29,34.82,48.08,0,3.92
2021-08-09 11:00,768.21,32.49,67.43,0,4.0
2021-08-09 12:00,1057.78,32.99,49.09,0,4.1
2021-08-09 13:00,879.56,34.06,46.84,0,3.66
2021-08-09 14:00,710.05,33.33,55.64,0,4.11
2021-08-09 15:00,686.07,33.76,50.48,0,4.16
2021-08-09 16:00,549.27,31.02,58.59,0,3.71
2021-08-09 17:00,316.06,30.71,58.02,0,3.52
2021-08-09 18:00,296.14,31.96,68.12,0,1.59
2021-08-09 19:00,50.9,27.08,71.44,0,1.82
2021-08-09 20:00,18.13,27.83,79.43,4.14,1.7
2021-08-09 21:00,12.01,25.09,83.46,1.52,2.06
2021-08-09 22:00,28.58,26.64,79.82,0,1.36
2021-08-09 23:00,11.34,27.91,83.35,0,2.24
2021-08-10 00:00,0,25.63,75.76,0,1.88
2021-08-10 01:00,0,29.02,86.84,7.15,1.27
2021-08-10 02:00,14.28,26.46,82.8,0,2.47
2021-08-10 03:00,18.79,26.9,80.61,0,2.5
2021-08-10 04:00,15.84,26.53,86.41,0,3.74
2021-08-10 05:00,0,29.81,67.55,0,3.05
2021-08-10 06:00,76.13,27.61,75.94,0,2.28
2021-08-10 07:00,324.69,27.48,63.71,0,2.49
2021-08-10 08:00,575.57,27.5,66.14,0,3.5
2021-08-10 09:00,520.08,31.25,58.75,0,3.31
2021-08-10 10:00,834.96,31.69,55.46,0,4.03
2021-08-10 11:00,925.89,30.73,62.43,0,3.06
2021-08-10 12:00,809.01,34.39,49.33,0,2.72
2021-08-10 13:00,1017.65,34.91,54.61,0,4.28
2021-08-10 14:00,595.05,36.8,41.8,0,3.26
2021-08-10 15:00,645.77,32.99,46.2,0,1.81
2021-08-10 16:00,562.9,32.43,64.08,0,1.89
2021-08-10 17:00,453.93,29.44,64.89,0,3.21
2021-08-10 18:00,230.19,30.88,80.95,0,3.0
2021-08-10 19:00,25.39,28.01,82.79,0,1.37
2021-08-10 20:00,2.97,23.68,77.62,0,0.95
2021-08-10 21:00,14.58,25.67,78.73,0,1.76
2021-08-10 22:00,13.23,28.48,71.67,0,3.02
2021-08-10 23:00,2.26,30.17,78.56,0,2.36
2021-08-11 00:00,4.15,27.56,76.89,0,2.68
2021-08-11 01:00,0,26.98,77.61,0,2.51
2021-08-11 02:00,0,26.58,83.86,0,1.4
2021-08-11 03:00,0,27.92,68.81,0,0.79
2021-08-11 04:00,1.59,26.94,80.2,0,2.34
2021-08-11 05:00,0,25.54,85.85,0,2.88
2021-08-11 06:00,108.97,27.31,69.4,0,1.43
2021-08-11 07:00,349.03,29.99,66.5,0,1.95
2021-08-11 08:00,391.55,30.07,64.95,0,3.32
2021-08-11 09:00,658.15,31.64,56.03,0,3.65
2021-08-11 10:00,545.13,33.75,47.6,0,2.78
2021-08-11 11:00,884.62,34.05,54.63,0,2.8
2021-08-11 12:00,714.84,34.25,53.04,0,3.31
2021-08-11 13:00,555.19,34.72,54.9,0,3.65
2021-08-11 14:00,798.46,32.41,59.45,0,3.81
2021-08-11 15:00,943.4,32.17,61.82,0,4.13
2021-08-11 16:00,272.79,33.9,52.15,0,2.69
2021-08-11 17:00,408.0,27.47,57.94,0,3.83
2021-08-11 18:00,166.41,33.29,67.47,0,3.24
2021-08-11 19:00,75.0,28.52,75.53,0,3.34
2021-08-11 20:00,11.83,28.29,77.8,4.21,1.67
2021-08-11 21:00,0,27.67,88.43,0,1.95
2021-08-11 22:00,0,26.34,71.82,0,3.16
2021-08-11 23:00,0,25.9,75.44,0.42,3.42
2021-08-12 00:00,23.62,28.21,79.68,0,2.19
2021-08-12 01:00,0,28.39,75.54,0,3.56
2021-08-12 02:00,0,28.02,80.45,0,2.51
2021-08-12 03:00,11.06,27.51,72.46,0,2.31
2021-08-12 04:00,0,27.67,77.44,0,2.01
2021-08-12 05:00,0,26.12,74.53,0,3.03
2021-08-12 06:00,101.43,25.8,73.11,0,1.47
2021-08-12 07:00,295.08,28.59,73.16,0,2.18
2021-08-12 08:00,527.94,32.47,59.09,0,2.35
2021-08-12 09:00,542.92,31.69,43.86,0,2.64
2021-08-12 10:00,683.94,32.17,58.26,0,4.1
2021-08-12 11:00,643.82,32.83,51.57,0,2.93
2021-08-12 12:00,543.21,35.01,45.39,0.53,4.18
2021-08-12 13:00,1025.59,34.59,48.55,0,4.46
2021-08-12 14:00,561.45,32.7,43.16,1.72,4.31
2021-08-12 15:00,505.53,33.36,49.6,0,2.22
2021-08-12 16:00,737.63,34.26,59.35,0,3.22
2021-08-12 17:00,403.32,31.04,67.56,0,3.21
2021-08-12 18:00,194.18,31.01,71.16,0,3.91
2021-08-12 19:00,61.91,27.42,80.35,0,1.33
2021-08-12 20:00,0,26.37,75.1,0,1.96
2021-08-12 21:00,0,25.12,73.09,0,2.29
2021-08-12 22:00,0,26.26,72.8,0,2.77
2021-08-12 23:00,0,27.16,70.55,2.49,2.44
2021-08-13 00:00,0,26.68,76.79,0,2.96
2021-08-13 01:00,0,25.81,83.61,0,2.12
2021-08-13 02:00,0,26.59,72.25,5.28,1.53
2021-08-13 03:00,0,29.01,79.11,0,1.65
2021-08-13 04:00,17.03,28.87,73.66,0,1.19
2021-08-13 05:00,0,25.42,79.16,0,1.36
2021-08-13 06:00,155.69,25.8,81.6,0,3.69
2021-08-13 07:00,255.39,29.57,79.59,0,3.71
2021-08-13 08:00,385.19,31.17,53.77,0,3.36
2021-08-13 09:00,663.93,29.92,56.0,0,3.4
2021-08-13 10:00,537.08,34.82,58.53,0,4.34
2021-08-13 11:00,1048.9,35.43,38.44,0,5.09
2021-08-13 12:00,806.5,32.69,51.99,0,4.37
2021-08-13 13:00,581.98,33.09,42.93,0,3.2
2021-08-13 14:00,730.48,34.94,48.39,0,3.34
2021-08-13 15:00,715.1,35.56,62.18,0,2.91
2021-08-13 16:00,474.01,31.16,59.99,0,2.86
2021-08-13 17:00,443.17,32.15,62.59,6.28,3.13
2021-08-13 18:00,250.46,30.54,78.19,0,2.89
2021-08-13 19:00,38.23,28.46,75.75,0,2.03
2021-08-13 20:00,0,24.38,72.64,0,1.49
2021-08-13 21:00,26.09,27.81,83.19,0,2.71
2021-08-13 22:00,4.43,26.39,81.97,0,2.24
2021-08-13 23:00,0,26.29,85.87,0,1.73
2021-08-14 00:00,6.98,30.08,73.83,0,2.22
2021-08-14 01:00,43.73,26.56,71.26,0,1.64
2021-08-14 02:00,0,26.94,79.74,4.11,1.76
2021-08-14 03:00,0,29.76,79.23,6.21,2.17
2021-08-14 04:00,0,28.45,71.01,0,1.98
2021-08-14 05:00,2.73,24.7,72.28,0,2.52
2021-08-14 06:00,141.47,28.43,74.18,0,2.15
2021-08-14 07:00,275.26,30.99,70.02,0,3.85
2021-08-14 08:00,397.56,30.55,62.8,0,3.12
2021-08-14 09:00,647.4,32.18,63.28,0,3.45
2021-08-14 10:00,723.81,31.19,49.79,0,3.96
2021-08-14 11:00,717.89,32.86,50.85,0,2.97
2021-08-14 12:00,810.63,36.27,46.35,0,3.21
2021-08-14 13:00,980.63,36.31,48.29,0,3.68
2021-08-14 14:00,809.2,33.64,55.89,0,4.1
2021-08-14 15:00,701.07,32.3,47.2,0,4.36
2021-08-14 16:00,392.93,31.57,53.73,0,3.03
2021-08-14 17:00,406.17,32.95,65.41,0,2.68
2021-08-14 18:00,261.92,31.26,65.62,1.73,2.92
2021-08-14 19:00,53.16,29.41,71.04,4.91,2.12
2021-08-14 20:00,0,29.29,71.99,0,2.23
2021-08-14 21:00,9.17,25.59,69.29,0,2.7
2021-08-14 22:00,3.04,25.17,84.2,0,3.24
2021-08-14 23:00,0,27.44,71.4,0,1.85
2021-08-15 00:00,20.21,27.71,76.55,6.42,2.48
2021-08-15 01:00,0.01,28.88,74.86,0,2.8
2021-08-15 02:00,20.17,27.55,67.29,0,2.84
2021-08-15 03:00,0,28.06,80.89,0,2.9
2021-08-15 04:00,9.79,24.13,79.44,0,3.74
2021-08-15 05:00,0,29.03,77.15,0,2.43
2021-08-15 06:00,78.78,27.53,72.51,0,2.96
2021-08-15 07:00,228.06,29.23,77.44,0,2.96
2021-08-15 08:00,468.56,30.19,60.78,0,2.98
2021-08-15 09:00,491.7,28.83,52.15,0,4.16
2021-08-15 10:00,749.14,30.85,56.5,0,3.18
2021-08-15 11:00,667.74,31.93,43.67,0,2.51
2021-08-15 12:00,985.2,33.05,55.39,0,1.84
2021-08-15 13:00,736.12,33.39,63.59,0,4.13
2021-08-15 14:00,576.17,34.47,45.2,0,2.68
2021-08-15 15:00,687.39,34.2,55.64,0,3.28
2021-08-15 16:00,793.42,33.07,60.21,0,3.35
2021-08-15 17:00,296.21,30.65,55.74,0,3.5
2021-08-15 18:00,247.33,28.49,71.38,0,2.46
2021-08-15 19:00,26.58,30.08,76.85,0,3.48
2021-08-15 20:00,8.19,27.83,80.96,0,2.68
2021-08-15 21:00,0,28.43,85.51,0,1.68
2021-08-15 22:00,5.91,24.45,73.26,0,1.02
2021-08-15 23:00,0,28.09,81.01,0,2.61
2021-08-16 00:00,6.83,23.23,86.17,0,1.39
2021-08-16 01:00,29.76,25.2,81.03,0,2.23
2021-08-16 02:00,0,26.96,74.88,3.51,1.42
2021-08-16 03:00,24.35,29.23,89.33,0,1.46
2021-08-16 04:00,13.23,26.82,75.07,0,2.95
2021-08-16 05:00,0,23.78,87.44,0,2.52
2021-08-16 06:00,117.85,24.29,78.34,0,2.0
2021-08-16 07:00,286.48,31.34,80.78,0,1.88
2021-08-16 08:00,341.15,28.81,69.2,0,2.24
2021-08-16 09:00,505.44,29.6,62.06,0,3.61
2021-08-16 10:00,932.53,30.0,48.46,0,3.21
2021-08-16 11:00,672.45,34.08,55.19,0,2.58
2021-08-16 12:00,798.8,31.98,46.33,0,3.62
2021-08-16 13:00,739.03,35.59,54.01,0,3.3
2021-08-16 14:00,521.31,35.81,47.85,0,3.96
2021-08-16 15:00,441.26,32.98,67.34,0,2.42
2021-08-16 16:00,553.91,32.71,57.88,0,4.06
2021-08-16 17:00,441.01,29.69,66.68,0,2.43
2021-08-16 18:00,223.23,28.79,72.3,0,4.08
2021-08-16 19:00,62.14,28.26,74.92,0,2.51
2021-08-16 20:00,0,25.8,77.79,0,0.99
2021-08-16 21:00,0,25.74,83.69,0,1.86
2021-08-16 22:00,0,28.2,70.59,0,3.17
2021-08-16 23:00,9.75,27.04,67.76,0,3.38
2021-08-17 00:00,10.27,27.95,69.02,0,2.65
2021-08-17 01:00,33.83,26.1,78.0,4.51,2.14
2021-08-17 02:00,10.89,25.98,80.31,0,1.34
2021-08-17 03:00,0,27.22,80.16,0,2.74
2021-08-17 04:00,20.02,27.43,72.27,0,1.89
2021-08-17 05:00,28.26,29.01,78.15,0,1.62
2021-08-17 06:00,129.78,28.25,79.27,0,3.19
2021-08-17 07:00,214.5,26.52,57.8,0,2.83
2021-08-17 08:00,506.23,29.84,69.77,0,3.06
2021-08-17 09:00,632.8,30.34,55.46,0,3.91
2021-08-17 10:00,967.76,32.26,63.64,0,3.74
2021-08-17 11:00,882.39,34.38,53.41,0,4.04
2021-08-17 12:00,607.22,32.85,57.28,5.81,3.79
2021-08-17 13:00,869.83,30.82,51.09,0,2.8
2021-08-17 14:00,905.83,34.11,55.23,0,3.92
2021-08-17 15:00,766.28,30.2,52.84,0,3.86
2021-08-17 16:00,528.78,36.07,60.86,0,2.57
2021-08-17 17:00,360.15,32.56,65.53,0,4.13
2021-08-17 18:00,244.73,30.76,61.55,0,2.59
2021-08-17 19:00,60.33,29.3,74.63,0,1.12
2021-08-17 20:00,3.14,26.32,75.89,0,2.32
2021-08-17 21:00,0,26.2,74.79,2.26,2.95
2021-08-17 22:00,13.48,26.06,72.37,0,3.72
2021-08-17 23:00,0,26.36,84.19,0,1.73
2021-08-18 00:00,2.28,25.86,81.59,0,2.59
2021-08-18 01:00,17.9,26.77,78.65,0,2.87
2021-08-18 02:00,0,28.5,62.77,0,2.88
2021-08-18 03:00,0,27.07,83.24,0,2.95
2021-08-18 04:00,0,27.28,88.19,0,1.96
2021-08-18 05:00,9.27,28.07,72.38,5.55,1.91
2021-08-18 06:00,60.6,25.75,73.34,0,1.89
2021-08-18 07:00,165.43,28.73,71.06,0,2.69
2021-08-18 08:00,453.46,30.33,59.3,0,3.39
2021-08-18 09:00,488.83,31.43,54.66,0,3.47
2021-08-18 10:00,930.16,31.09,52.26,0,2.95
2021-08-18 11:00,755.49,32.27,43.16,0,3.49
2021-08-18 12:00,861.32,32.83,49.51,0,3.51
2021-08-18 13:00,997.57,35.67,62.93,0,3.06
2021-08-18 14:00,709.93,31.04,50.19,3.39,3.75
2021-08-18 15:00,653.98,33.14,58.41,0,4.43
2021-08-18 16:00,579.45,31.68,59.75,0,2.75
2021-08-18 17:00,395.61,29.01,62.52,0,4.22
2021-08-18 18:00,256.43,29.21,65.81,0,1.63
2021-08-18 19:00,59.41,29.4,75.81,0,1.72
2021-08-18 20:00,19.27,24.82,72.67,0,2.33
2021-08-18 21:00,0,29.68,84.16,0,1.45
2021-08-18 22:00,27.41,27.65,77.82,0,2.45
2021-08-18 23:00,11.22,26.06,79.56,0,2.06
2021-08-19 00:00,9.85,26.18,84.26,0,1.57
2021-08-19 01:00,0,28.12,75.24,0,2.99
2021-08-19 02:00,0,30.48,73.99,0,1.88
2021-08-19 03:00,0,26.35,80.21,0,1.17
2021-08-19 04:00,6.57,28.41,78.91,0,1.66
2021-08-19 05:00,5.2,28.87,92.21,0,2.18
2021-08-19 06:00,107.3,28.62,75.24,0,2.97
2021-08-19 07:00,287.49,29.8,68.27,0,4.28
2021-08-19 08:00,378.33,29.85,63.1,0,2.99
2021-08-19 09:00,461.19,31.0,66.89,0,2.06
2021-08-19 10:00,790.25,29.52,56.05,0,3.55
2021-08-19 11:00,854.23,33.9,56.97,0,4.56
2021-08-19 12:00,717.71,34.12,48.42,0,3.99
2021-08-19 13:00,732.8,32.83,53.13,6.71,4.59
2021-08-19 14:00,675.06,33.01,39.29,0,4.39
2021-08-19 15:00,745.65,32.77,59.56,6.62,2.55
2021-08-19 16:00,724.55,33.94,62.34,0,3.48
